Date,EEM,GLD,IEF,QQQ,SPY,TLT,VNQ
2012-01-04,-0.005642214644488728,0.005053962921992179,-0.003150466595235429,0.004208984319149788,0.0015676535369869564,-0.011960975061050054,-0.017244620982021404
2012-01-05,-0.004382182733601225,0.006804643552456634,0.00019095313088963523,0.008191766051604349,0.0026585752253234078,-0.0017811674543402195,0.009349531260194227
2012-01-06,-0.012738902964279125,-0.003682789348313295,0.003912572108507279,0.003465871803968716,-0.002580861270007211,0.007864080356924576,-0.003279644934803257
2012-01-09,0.010411276067604358,-0.004462850601680474,0.0001902687442029171,-0.0032924459210561348,0.0024247597606784194,-0.0017710144106659535,-0.003464141737843195
2012-01-10,0.021517018381222525,0.01358147038393252,-0.0020008510631001086,0.007262948153062722,0.008633344567659072,-0.0016881434760005454,0.011042522694583405
2012-01-11,0.0007601082490468269,0.006471693519725533,0.005802140403810786,0.0020652959979582377,0.0005417055340941745,0.01293094496713186,0.007009900309840755
2012-01-12,0.0040435276004390595,0.004436855940286991,-0.002088550828262103,0.003947099100228316,0.0023963764535667297,-0.001419084450031499,-0.007353242987023944
2012-01-13,-0.009120807478807565,-0.00700797748665459,0.004457621221770904,-0.003603556621355753,-0.005187068262438586,0.009893403812518915,0.0022289980687173706
2012-01-17,0.01890877562369076,0.007755890232572322,0.0009458265144578282,0.009068548134638954,0.003873600952492822,0.004621569803369713,0.008186731217945562
2012-01-18,0.024911970495771738,0.006830241286203655,-0.0031250946688960004,0.013198375816177516,0.010995471282142425,-0.012178729985892211,0.006940339237460916
2012-01-19,0.008731334422630434,-0.0023542844291586738,-0.005991942642881368,0.006200322199997076,0.005262821652694452,-0.013848104147096675,0.003872597296480857
2012-01-20,-0.0007247273435947501,0.005258486434611419,-0.0034415850877167523,-0.001504505804562275,0.0037203708543106706,-0.011390343155974477,0.0061980651645002875
2012-01-23,0.009619966787344747,0.006702951032527608,-0.002203965043711211,0.00033429007781147124,-0.002579693012111481,-0.006345730690140939,0.0048312060461225955
2012-01-24,0.0014351919151408031,-0.007073309078255219,0.00115009541890805,-0.0018412794224612168,-0.001140677842199177,0.0018049541681485713,0.007616020215824108
2012-01-25,0.011170513666498716,0.026856674653672707,0.004780921801920643,0.012488466764068387,0.008332774475805932,-0.0024075221503302483,0.012782941559966067
2012-01-26,-0.004025842920139331,0.00509459639654765,0.00532741802079354,-0.0034809097246113374,-0.0051431125731982216,0.01316926786584489,0.006977589098577228
2012-01-27,0.005207045329546348,0.01011189273071679,0.0030309632927624755,0.002984245650871017,-0.00045495887615048315,0.003138416856638156,0.00032346937979209816
2012-01-30,-0.014505152881828564,-0.005578663971878356,0.00340031257460226,0.0008278027815020554,-0.0034197348047201935,0.011702987772385568,-0.007463803136035389
2012-01-31,0.008585877767813182,0.007588812095342065,0.0037636628084708424,0.0013225340085748793,-0.00038062730933162723,0.01148451214064477,0.004873974022876347
2012-02-01,0.021844735775016083,0.00147549236555642,-0.003478234886421874,0.0080625146734292,0.008719161953777688,-0.011520152755984739,0.009837755280988736
2012-02-02,0.0027839319431583647,0.008749097178977205,0.0014151248055532632,0.00310906566076445,0.0015837591222593545,-0.0004198524866730636,0.0022445167975660863
2012-02-03,0.01654460504900035,-0.020137109848909707,-0.007951122049371564,0.013629495793749384,0.013921531225113661,-0.021723759814383445,0.013835065279077708
2012-02-06,-0.008467963467963826,-0.002747786955391367,0.002751930097141261,-0.0008059625265673835,-0.0006690536996651169,0.009902452033553147,-0.0031635495097572654
2012-02-07,0.0020665384880991467,0.014961121796296195,-0.0064646145510298255,0.002094624555521939,0.0025255613359825325,-0.012478934717069009,-0.0025381706103078656
2012-02-08,0.0070851714716123355,-0.0070964044645123875,0.00047679119170011694,0.005297677604239961,0.0029630884146293417,0.000773689843474189,0.0017455065757264264
2012-02-09,-0.00045554271388419484,-0.002852704427427749,-0.0022902049249819176,0.007178555630141513,0.0012570268021663497,-0.007505222545324473,-0.00732029757784909
2012-02-10,-0.022348988394505248,-0.005251264443437007,0.005621587437295398,-0.007018526217497545,-0.007415032782105725,0.012904260271437977,-0.009306953963883594
2012-02-13,0.016177931768242306,0.0022112372609914763,-0.0006653114847034937,0.009241508372228894,0.0074150327821056105,0.0012818555764402939,0.01010533360082787
2012-02-14,-0.008287005325051782,-0.002330930151636942,0.0020896703152152624,0.0025342518047250387,-0.001257026802166428,0.0052787697749309285,-0.010266451524197397
2012-02-15,0.0027696737279152474,0.0059064426447289235,0.0007593979247245893,-0.006985168775569862,-0.004670841100205319,-0.0017851260906416881,-0.0059832381119001455
2012-02-16,0.010776561491698847,-0.0006545512723762022,-0.004561946230303556,0.013608004468764283,0.011012034251230365,-0.008028586990810424,0.010487419156873373
2012-02-17,0.001822468618768534,-0.0038765152743636634,-0.0010488060053810433,-0.003148361831764668,0.002642778027362331,-0.00025664145741546694,0.0008027766707287793
2012-02-21,-0.004105857408130077,0.02169306958114338,-0.0036293228810763004,0.002833774886397668,0.00044001143622791753,-0.01112738943120963,-0.01567979542211042
2012-02-22,0.0018271042846898084,0.011164193939316386,0.003915744598224965,-0.004569366728174487,-0.003229268905857343,0.012499098221272001,-0.008507337394551142
2012-02-23,-0.001827104284689885,0.0004624917963242474,0.0014287386644818818,0.006611164527520807,0.004400376360627465,0.0,0.01240987895309898
2012-02-24,0.010007014286531526,-0.0045764514047417675,0.0007611017755200862,0.003445362885653161,0.002193447534411171,0.0064880330517102704,0.001297541799668996
2012-02-27,-0.010007014286531637,-0.003082017911286478,0.003322795899954811,0.0014065538805984397,0.0016785048209065057,0.008812998894602823,-0.0016221635546328182
